date,city,precipitation,day_of_year,average,precipitation_or_average,year,month,month_no,month_and_year,season
2022-11-28,Seattle,0.21,332,0.156,0.21,2022,November,11,November 2022,Fall
2022-11-29,Seattle,0.13,333,0.06999999999999999,0.13,2022,November,11,November 2022,Fall
2022-11-30,Seattle,0.06,334,0.05800000000000001,0.06,2022,November,11,November 2022,Fall
2022-12-01,Seattle,1.31,335,0.44800000000000006,1.31,2022,December,12,December 2022,Fall
2022-12-02,Seattle,0.18,336,0.122,0.18,2022,December,12,December 2022,Fall
2022-12-03,Seattle,0.06,337,0.016,0.06,2022,December,12,December 2022,Fall
2022-12-04,Seattle,0.05,338,0.012,0.05,2022,December,12,December 2022,Fall
2022-12-05,Seattle,0.02,339,0.008,0.02,2022,December,12,December 2022,Fall
2022-12-06,Seattle,0.0,340,0.012,0.0,2022,December,12,December 2022,Fall
2022-12-07,Seattle,0.0,341,0.29200000000000004,0.0,2022,December,12,December 2022,Fall
2022-12-08,Seattle,0.02,342,0.096,0.02,2022,December,12,December 2022,Fall
2022-12-09,Seattle,0.86,343,0.186,0.86,2022,December,12,December 2022,Fall
2022-12-10,Seattle,0.23,344,0.20400000000000001,0.23,2022,December,12,December 2022,Fall
2022-12-11,Seattle,0.1,345,0.178,0.1,2022,December,12,December 2022,Fall
2022-12-12,Seattle,0.23,346,0.366,0.23,2022,December,12,December 2022,Fall
2022-12-13,Seattle,0.03,347,0.40800000000000003,0.03,2022,December,12,December 2022,Fall
2022-12-14,Seattle,0.0,348,0.192,0.0,2022,December,12,December 2022,Fall
2022-12-15,Seattle,0.0,349,0.16399999999999998,0.0,2022,December,12,December 2022,Fall
2022-12-16,Seattle,0.0,350,0.054000000000000006,0.0,2022,December,12,December 2022,Fall
2022-12-17,Seattle,0.0,351,0.1,0.0,2022,December,12,December 2022,Fall
2022-12-18,Seattle,0.0,352,0.248,0.0,2022,December,12,December 2022,Fall
2022-12-19,Seattle,0.07,353,0.414,0.07,2022,December,12,December 2022,Fall
2022-12-20,Seattle,0.0,354,0.434,0.0,2022,December,12,December 2022,Winter
2022-12-21,Seattle,0.21,355,0.41200000000000003,0.21,2022,December,12,December 2022,Winter
2022-12-22,Seattle,0.0,356,0.372,0.0,2022,December,12,December 2022,Winter
2022-12-23,Seattle,0.16,357,0.41,0.16,2022,December,12,December 2022,Winter
2022-12-24,Seattle,0.02,358,0.20400000000000001,0.02,2022,December,12,December 2022,Winter
2022-12-25,Seattle,0.49,359,0.258,0.49,2022,December,12,December 2022,Winter
2022-12-26,Seattle,0.0,360,0.064,0.0,2022,December,12,December 2022,Winter
2022-12-27,Seattle,1.22,361,0.6839999999999999,1.22,2022,December,12,December 2022,Winter
2022-12-28,Seattle,1.28,362,0.33399999999999996,1.28,2022,December,12,December 2022,Winter
2022-12-29,Seattle,0.27,363,0.076,0.27,2022,December,12,December 2022,Winter
2022-12-30,Seattle,0.32,364,0.11800000000000002,0.32,2022,December,12,December 2022,Winter
2022-12-31,Seattle,0.73,365,0.198,0.73,2022,December,12,December 2022,Winter
2018-01-01,Springfield,0.0,1,0.052000000000000005,0.0,2018,January,1,January 2018,Winter
2018-01-02,Springfield,0.0,2,0.15,0.0,2018,January,1,January 2018,Winter
2018-01-03,Springfield,0.0,3,0.836,0.0,2018,January,1,January 2018,Winter
2018-01-04,Springfield,0.0,4,0.37,0.0,2018,January,1,January 2018,Winter
2018-01-05,Springfield,0.25,5,0.24666666666666667,0.25,2018,January,1,January 2018,Winter
2018-01-06,Springfield,0.57,6,0.8133333333333334,0.57,2018,January,1,January 2018,Winter
2018-01-07,Springfield,0.23,7,0.6074999999999999,0.23,2018,January,1,January 2018,Winter
2018-01-08,Springfield,0.41,8,0.24,0.41,2018,January,1,January 2018,Winter
2018-01-09,Springfield,,9,0.1475,0.1475,2018,January,1,January 2018,Winter
2018-01-10,Springfield,,10,0.1725,0.1725,2018,January,1,January 2018,Winter
2018-01-11,Springfield,,11,0.2975,0.2975,2018,January,1,January 2018,Winter
2018-01-12,Springfield,,12,0.5900000000000001,0.5900000000000001,2018,January,1,January 2018,Winter
2018-01-13,Springfield,,13,0.3425,0.3425,2018,January,1,January 2018,Winter
2018-01-14,Springfield,,14,0.0525,0.0525,2018,January,1,January 2018,Winter
2018-01-15,Springfield,,15,0.052500000000000005,0.052500000000000005,2018,January,1,January 2018,Winter
2018-01-16,Springfield,,16,0.025,0.025,2018,January,1,January 2018,Winter
2018-01-17,Springfield,,17,0.045,0.045,2018,January,1,January 2018,Winter
2018-01-18,Springfield,,18,0.155,0.155,2018,January,1,January 2018,Winter
2018-01-19,Springfield,,19,0.09000000000000001,0.09000000000000001,2018,January,1,January 2018,Winter
2018-01-20,Springfield,,20,0.05500000000000001,0.05500000000000001,2018,January,1,January 2018,Winter
2018-01-21,Springfield,,21,0.1,0.1,2018,January,1,January 2018,Winter
2018-01-22,Springfield,,22,0.1975,0.1975,2018,January,1,January 2018,Winter
2018-01-23,Springfield,,23,0.2875,0.2875,2018,January,1,January 2018,Winter
2018-01-24,Springfield,,24,0.29333333333333333,0.29333333333333333,2018,January,1,January 2018,Winter
2018-01-25,Springfield,,25,0.18666666666666668,0.18666666666666668,2018,January,1,January 2018,Winter
2018-01-26,Springfield,,26,0.07,0.07,2018,January,1,January 2018,Winter
2018-01-27,Springfield,,27,0.065,0.065,2018,January,1,January 2018,Winter
2018-01-28,Springfield,,28,0.2975,0.2975,2018,January,1,January 2018,Winter
2018-01-29,Springfield,,29,0.055,0.055,2018,January,1,January 2018,Winter
2018-01-30,Springfield,,30,0.0825,0.0825,2018,January,1,January 2018,Winter
2018-01-31,Springfield,,31,0.1775,0.1775,2018,January,1,January 2018,Winter
2018-02-01,Springfield,,32,0.5199999999999999,0.5199999999999999,2018,February,2,February 2018,Winter
2018-02-02,Springfield,,33,0.27749999999999997,0.27749999999999997,2018,February,2,February 2018,Winter
2018-02-03,Springfield,,34,0.145,0.145,2018,February,2,February 2018,Winter
2018-02-04,Springfield,,35,0.1075,0.1075,2018,February,2,February 2018,Winter
2018-02-05,Springfield,,36,0.21,0.21,2018,February,2,February 2018,Winter
2018-02-06,Springfield,,37,0.35000000000000003,0.35000000000000003,2018,February,2,February 2018,Winter
2018-02-07,Springfield,,38,0.16249999999999998,0.16249999999999998,2018,February,2,February 2018,Winter
2018-02-08,Springfield,,39,0.0975,0.0975,2018,February,2,February 2018,Winter
2018-02-09,Springfield,,40,0.29750000000000004,0.29750000000000004,2018,February,2,February 2018,Winter
2018-02-10,Springfield,,41,0.0075,0.0075,2018,February,2,February 2018,Winter
2018-02-11,Springfield,,42,0.18,0.18,2018,February,2,February 2018,Winter
2018-02-12,Springfield,,43,0.275,0.275,2018,February,2,February 2018,Winter
2018-02-13,Springfield,,44,0.27,0.27,2018,February,2,February 2018,Winter
2018-02-14,Springfield,,45,0.13749999999999998,0.13749999999999998,2018,February,2,February 2018,Winter
2018-02-15,Springfield,,46,0.25,0.25,2018,February,2,February 2018,Winter
2018-02-16,Springfield,,47,0.056666666666666664,0.056666666666666664,2018,February,2,February 2018,Winter
2018-02-17,Springfield,,48,0.1366666666666667,0.1366666666666667,2018,February,2,February 2018,Winter
2018-02-18,Springfield,,49,0.006666666666666667,0.006666666666666667,2018,February,2,February 2018,Winter
2018-02-19,Springfield,,50,0.06,0.06,2018,February,2,February 2018,Winter
2018-02-20,Springfield,,51,0.20500000000000002,0.20500000000000002,2018,February,2,February 2018,Winter
2018-02-21,Springfield,,52,0.11,0.11,2018,February,2,February 2018,Winter
2018-02-22,Springfield,,53,0.03,0.03,2018,February,2,February 2018,Winter
2018-02-23,Springfield,,54,0.0,0.0,2018,February,2,February 2018,Winter
2018-02-24,Springfield,,55,0.095,0.095,2018,February,2,February 2018,Winter
2018-02-25,Springfield,,56,0.07,0.07,2018,February,2,February 2018,Winter
2018-02-26,Springfield,,57,0.005,0.005,2018,February,2,February 2018,Winter
2018-02-27,Springfield,,58,0.25333333333333335,0.25333333333333335,2018,February,2,February 2018,Winter
2018-02-28,Springfield,,59,0.6366666666666666,0.6366666666666666,2018,February,2,February 2018,Winter
2018-03-01,Springfield,,60,0.2875,0.2875,2018,March,3,March 2018,Winter
2018-03-02,Springfield,,61,0.0075,0.0075,2018,March,3,March 2018,Winter
2018-03-03,Springfield,,62,0.11333333333333334,0.11333333333333334,2018,March,3,March 2018,Winter
2018-03-04,Springfield,,63,0.05333333333333334,0.05333333333333334,2018,March,3,March 2018,Winter
2018-03-05,Springfield,,64,0.1125,0.1125,2018,March,3,March 2018,Winter
2018-03-06,Springfield,,65,0.0,0.0,2018,March,3,March 2018,Winter
2018-03-07,Springfield,,66,0.32666666666666666,0.32666666666666666,2018,March,3,March 2018,Winter
2018-03-08,Springfield,,67,0.08666666666666667,0.08666666666666667,2018,March,3,March 2018,Winter
2018-03-09,Springfield,,68,0.09000000000000001,0.09000000000000001,2018,March,3,March 2018,Winter
2018-03-10,Springfield,,69,0.005,0.005,2018,March,3,March 2018,Winter
2018-03-11,Springfield,,70,0.0,0.0,2018,March,3,March 2018,Winter
2018-03-12,Springfield,0.0,71,0.166,0.0,2018,March,3,March 2018,Winter
2018-03-13,Springfield,0.0,72,0.062,0.0,2018,March,3,March 2018,Winter
2018-03-14,Springfield,0.2,73,0.07,0.2,2018,March,3,March 2018,Winter
2018-03-15,Springfield,0.02,74,0.22999999999999998,0.02,2018,March,3,March 2018,Winter
2018-03-16,Springfield,0.0,75,0.012,0.0,2018,March,3,March 2018,Winter
2018-03-17,Springfield,0.0,76,0.0,0.0,2018,March,3,March 2018,Winter
2018-03-18,Springfield,0.0,77,0.0,0.0,2018,March,3,March 2018,Winter
2018-03-19,Springfield,0.0,78,0.0525,0.0,2018,March,3,March 2018,Winter
2018-03-20,Springfield,0.0,79,0.0,0.0,2018,March,3,March 2018,Winter
2018-03-21,Springfield,0.0,80,0.0,0.0,2018,March,3,March 2018,Winter
2018-03-22,Springfield,0.25,81,0.14250000000000002,0.25,2018,March,3,March 2018,Spring
2018-03-23,Springfield,0.29,82,0.09,0.29,2018,March,3,March 2018,Spring
2018-03-24,Springfield,0.63,83,0.21,0.63,2018,March,3,March 2018,Spring
2018-03-25,Springfield,0.0,84,0.0,0.0,2018,March,3,March 2018,Spring
2018-03-26,Springfield,0.0,85,0.18333333333333335,0.0,2018,March,3,March 2018,Spring
2018-03-27,Springfield,0.0,86,0.01,0.0,2018,March,3,March 2018,Spring
2018-03-28,Springfield,0.07,87,0.022500000000000003,0.07,2018,March,3,March 2018,Spring
2018-03-29,Springfield,0.0,88,0.07400000000000001,0.0,2018,March,3,March 2018,Spring
2018-03-30,Springfield,0.0,89,0.13,0.0,2018,March,3,March 2018,Spring
2018-03-31,Springfield,0.0,90,0.15,0.0,2018,March,3,March 2018,Spring
2018-04-01,Springfield,0.01,91,0.125,0.01,2018,April,4,April 2018,Spring
2018-04-02,Springfield,0.16,92,0.09,0.16,2018,April,4,April 2018,Spring
2018-04-03,Springfield,0.0,93,0.0125,0.0,2018,April,4,April 2018,Spring
2018-04-04,Springfield,0.08,94,0.2425,0.08,2018,April,4,April 2018,Spring
2018-04-05,Springfield,0.24,95,0.1375,0.24,2018,April,4,April 2018,Spring
2018-04-06,Springfield,0.21,96,0.055,0.21,2018,April,4,April 2018,Spring
2018-04-07,Springfield,0.43,97,0.1075,0.43,2018,April,4,April 2018,Spring
2018-04-08,Springfield,0.55,98,0.18250000000000002,0.55,2018,April,4,April 2018,Spring
2018-04-09,Springfield,0.04,99,0.054000000000000006,0.04,2018,April,4,April 2018,Spring
2018-04-10,Springfield,0.09,100,0.122,0.09,2018,April,4,April 2018,Spring
2018-04-11,Springfield,0.19,101,0.11600000000000002,0.19,2018,April,4,April 2018,Spring
2018-04-12,Springfield,0.46,102,0.18,0.46,2018,April,4,April 2018,Spring
2018-04-13,Springfield,0.18,103,0.044,0.18,2018,April,4,April 2018,Spring
2018-04-14,Springfield,0.68,104,0.14600000000000002,0.68,2018,April,4,April 2018,Spring
2018-04-15,Springfield,1.65,105,0.33799999999999997,1.65,2018,April,4,April 2018,Spring
2018-04-16,Springfield,0.1,106,0.02,0.1,2018,April,4,April 2018,Spring
2018-04-17,Springfield,0.11,107,0.084,0.11,2018,April,4,April 2018,Spring
2018-04-18,Springfield,0.02,108,0.04,0.02,2018,April,4,April 2018,Spring
2018-04-19,Springfield,0.0,109,0.08,0.0,2018,April,4,April 2018,Spring
2018-04-20,Springfield,0.0,110,0.018,0.0,2018,April,4,April 2018,Spring
2018-04-21,Springfield,0.05,111,0.08,0.05,2018,April,4,April 2018,Spring
2018-04-22,Springfield,0.1,112,0.10400000000000001,0.1,2018,April,4,April 2018,Spring
2018-04-23,Springfield,0.0,113,0.024,0.0,2018,April,4,April 2018,Spring
2018-04-24,Springfield,0.0,114,0.184,0.0,2018,April,4,April 2018,Spring
2018-04-25,Springfield,0.0,115,0.154,0.0,2018,April,4,April 2018,Spring
2018-04-26,Springfield,0.0,116,0.055999999999999994,0.0,2018,April,4,April 2018,Spring
2018-04-27,Springfield,0.0,117,0.048,0.0,2018,April,4,April 2018,Spring
2018-04-28,Springfield,0.32,118,0.11000000000000001,0.32,2018,April,4,April 2018,Spring
2018-04-29,Springfield,0.27,119,0.05600000000000001,0.27,2018,April,4,April 2018,Spring
2018-04-30,Springfield,0.0,120,0.094,0.0,2018,April,4,April 2018,Spring
2018-05-01,Springfield,0.0,121,0.024,0.0,2018,May,5,May 2018,Spring
2018-05-02,Springfield,0.0,122,0.064,0.0,2018,May,5,May 2018,Spring
2018-05-03,Springfield,0.0,123,0.036,0.0,2018,May,5,May 2018,Spring
2018-05-04,Springfield,0.0,124,0.098,0.0,2018,May,5,May 2018,Spring
2018-05-05,Springfield,0.0,125,0.008,0.0,2018,May,5,May 2018,Spring
2018-05-06,Springfield,0.03,126,0.074,0.03,2018,May,5,May 2018,Spring
2018-05-07,Springfield,0.0,127,0.11200000000000002,0.0,2018,May,5,May 2018,Spring
2018-05-08,Springfield,0.0,128,0.046,0.0,2018,May,5,May 2018,Spring
2018-05-09,Springfield,0.05,129,0.014000000000000002,0.05,2018,May,5,May 2018,Spring
2018-05-10,Springfield,0.0,130,0.006,0.0,2018,May,5,May 2018,Spring
2018-05-11,Springfield,0.0,131,0.002,0.0,2018,May,5,May 2018,Spring
2018-05-12,Springfield,0.0,132,0.01,0.0,2018,May,5,May 2018,Spring
2018-05-13,Springfield,0.0,133,0.10800000000000001,0.0,2018,May,5,May 2018,Spring
2018-05-14,Springfield,0.0,134,0.03,0.0,2018,May,5,May 2018,Spring
2018-05-15,Springfield,0.0,135,0.06000000000000001,0.0,2018,May,5,May 2018,Spring
2018-05-16,Springfield,0.0,136,0.17,0.0,2018,May,5,May 2018,Spring
2018-05-17,Springfield,0.0,137,0.128,0.0,2018,May,5,May 2018,Spring
2018-05-18,Springfield,0.0,138,0.17800000000000002,0.0,2018,May,5,May 2018,Spring
2018-05-19,Springfield,0.0,139,0.05,0.0,2018,May,5,May 2018,Spring
2018-05-20,Springfield,0.12,140,0.033999999999999996,0.12,2018,May,5,May 2018,Spring
2018-05-21,Springfield,0.0,141,0.03,0.0,2018,May,5,May 2018,Spring
2018-05-22,Springfield,0.0,142,0.066,0.0,2018,May,5,May 2018,Spring
2018-05-23,Springfield,0.0,143,0.034,0.0,2018,May,5,May 2018,Spring
2018-05-24,Springfield,0.0,144,0.10400000000000001,0.0,2018,May,5,May 2018,Spring
2018-05-25,Springfield,0.01,145,0.016,0.01,2018,May,5,May 2018,Spring
2018-05-26,Springfield,0.0,146,0.10200000000000001,0.0,2018,May,5,May 2018,Spring
2018-05-27,Springfield,0.0,147,0.08,0.0,2018,May,5,May 2018,Spring
2018-05-28,Springfield,0.0,148,0.048,0.0,2018,May,5,May 2018,Spring
2018-05-29,Springfield,0.0,149,0.068,0.0,2018,May,5,May 2018,Spring
2018-05-30,Springfield,0.0,150,0.078,0.0,2018,May,5,May 2018,Spring
2018-05-31,Springfield,0.0,151,0.016,0.0,2018,May,5,May 2018,Spring
2018-06-01,Springfield,0.0,152,0.258,0.0,2018,June,6,June 2018,Spring
2018-06-02,Springfield,0.0,153,0.016,0.0,2018,June,6,June 2018,Spring
2018-06-03,Springfield,0.0,154,0.041999999999999996,0.0,2018,June,6,June 2018,Spring
2018-06-04,Springfield,0.05,155,0.036,0.05,2018,June,6,June 2018,Spring
2018-06-05,Springfield,0.04,156,0.13999999999999999,0.04,2018,June,6,June 2018,Spring
2018-06-06,Springfield,0.0,157,0.05600000000000001,0.0,2018,June,6,June 2018,Spring
2018-06-07,Springfield,0.0,158,0.15,0.0,2018,June,6,June 2018,Spring
2018-06-08,Springfield,0.0,159,0.03,0.0,2018,June,6,June 2018,Spring
2018-06-09,Springfield,0.26,160,0.078,0.26,2018,June,6,June 2018,Spring
2018-06-10,Springfield,0.13,161,0.26,0.13,2018,June,6,June 2018,Spring
2018-06-11,Springfield,0.21,162,0.11000000000000001,0.21,2018,June,6,June 2018,Spring
2018-06-12,Springfield,0.0,163,0.08800000000000001,0.0,2018,June,6,June 2018,Spring
2018-06-13,Springfield,0.2,164,0.192,0.2,2018,June,6,June 2018,Spring
2018-06-14,Springfield,0.05,165,0.2,0.05,2018,June,6,June 2018,Spring
2018-06-15,Springfield,0.0,166,0.022000000000000002,0.0,2018,June,6,June 2018,Spring
2018-06-16,Springfield,0.0,167,0.022,0.0,2018,June,6,June 2018,Spring
2018-06-17,Springfield,0.0,168,0.019999999999999997,0.0,2018,June,6,June 2018,Spring
2018-06-18,Springfield,0.0,169,0.054000000000000006,0.0,2018,June,6,June 2018,Spring
2018-06-19,Springfield,0.0,170,0.014000000000000002,0.0,2018,June,6,June 2018,Spring
2018-06-20,Springfield,0.0,171,0.062,0.0,2018,June,6,June 2018,Spring
2018-06-21,Springfield,0.0,172,0.0025,0.0,2018,June,6,June 2018,Summer
2018-06-22,Springfield,0.0,173,0.0225,0.0,2018,June,6,June 2018,Summer
2018-06-23,Springfield,0.18,174,0.057999999999999996,0.18,2018,June,6,June 2018,Summer
2018-06-24,Springfield,0.0,175,0.004,0.0,2018,June,6,June 2018,Summer
2018-06-25,Springfield,0.17,176,0.038,0.17,2018,June,6,June 2018,Summer
2018-06-26,Springfield,0.15,177,0.03,0.15,2018,June,6,June 2018,Summer
2018-06-27,Springfield,0.0,178,0.0,0.0,2018,June,6,June 2018,Summer
2018-06-28,Springfield,0.0,179,0.0025,0.0,2018,June,6,June 2018,Summer
2018-06-29,Springfield,0.0,180,0.135,0.0,2018,June,6,June 2018,Summer
2018-06-30,Springfield,0.0,181,0.0025,0.0,2018,June,6,June 2018,Summer
2018-07-01,Springfield,0.02,182,0.015000000000000001,0.02,2018,July,7,July 2018,Summer
2018-07-02,Springfield,0.01,183,0.02,0.01,2018,July,7,July 2018,Summer
2018-07-03,Springfield,0.0,184,0.0125,0.0,2018,July,7,July 2018,Summer
2018-07-04,Springfield,0.0,185,0.0325,0.0,2018,July,7,July 2018,Summer
2018-07-05,Springfield,0.0,186,0.0125,0.0,2018,July,7,July 2018,Summer
2018-07-06,Springfield,0.0,187,0.015,0.0,2018,July,7,July 2018,Summer
2018-07-07,Springfield,0.0,188,0.01,0.0,2018,July,7,July 2018,Summer
2018-07-08,Springfield,0.0,189,0.03,0.0,2018,July,7,July 2018,Summer
2018-07-09,Springfield,0.0,190,0.002,0.0,2018,July,7,July 2018,Summer
2018-07-10,Springfield,0.0,191,0.046,0.0,2018,July,7,July 2018,Summer
2018-07-11,Springfield,0.0,192,0.028000000000000004,0.0,2018,July,7,July 2018,Summer
2018-07-12,Springfield,0.0,193,0.004,0.0,2018,July,7,July 2018,Summer
2018-07-13,Springfield,0.0,194,0.006,0.0,2018,July,7,July 2018,Summer
2018-07-14,Springfield,0.0,195,0.01,0.0,2018,July,7,July 2018,Summer
2018-07-15,Springfield,0.0,196,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-16,Springfield,0.0,197,0.014000000000000002,0.0,2018,July,7,July 2018,Summer
2018-07-17,Springfield,0.0,198,0.004,0.0,2018,July,7,July 2018,Summer
2018-07-18,Springfield,0.0,199,0.038,0.0,2018,July,7,July 2018,Summer
2018-07-19,Springfield,0.0,200,0.128,0.0,2018,July,7,July 2018,Summer
2018-07-20,Springfield,0.0,201,0.008,0.0,2018,July,7,July 2018,Summer
2018-07-21,Springfield,0.0,202,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-22,Springfield,0.0,203,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-23,Springfield,0.0,204,0.006,0.0,2018,July,7,July 2018,Summer
2018-07-24,Springfield,0.0,205,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-25,Springfield,0.0,206,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-26,Springfield,0.0,207,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-27,Springfield,0.0,208,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-28,Springfield,0.0,209,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-29,Springfield,0.0,210,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-30,Springfield,0.0,211,0.0,0.0,2018,July,7,July 2018,Summer
2018-07-31,Springfield,0.0,212,0.0,0.0,2018,July,7,July 2018,Summer
2018-08-01,Springfield,0.0,213,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-02,Springfield,0.0,214,0.0625,0.0,2018,August,8,August 2018,Summer
2018-08-03,Springfield,0.04,215,0.008,0.04,2018,August,8,August 2018,Summer
2018-08-04,Springfield,0.01,216,0.006,0.01,2018,August,8,August 2018,Summer
2018-08-05,Springfield,0.0,217,0.014000000000000002,0.0,2018,August,8,August 2018,Summer
2018-08-06,Springfield,0.0,218,0.012,0.0,2018,August,8,August 2018,Summer
2018-08-07,Springfield,0.0,219,0.012,0.0,2018,August,8,August 2018,Summer
2018-08-08,Springfield,0.0,220,0.064,0.0,2018,August,8,August 2018,Summer
2018-08-09,Springfield,0.0,221,0.006,0.0,2018,August,8,August 2018,Summer
2018-08-10,Springfield,0.0,222,0.10200000000000001,0.0,2018,August,8,August 2018,Summer
2018-08-11,Springfield,0.0,223,0.046,0.0,2018,August,8,August 2018,Summer
2018-08-12,Springfield,0.01,224,0.004,0.01,2018,August,8,August 2018,Summer
2018-08-13,Springfield,0.0,225,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-14,Springfield,0.0,226,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-15,Springfield,0.0,227,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-16,Springfield,0.0,228,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-17,Springfield,0.0,229,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-18,Springfield,0.0,230,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-19,Springfield,0.0,231,0.0033333333333333335,0.0,2018,August,8,August 2018,Summer
2018-08-20,Springfield,0.0,232,0.016666666666666666,0.0,2018,August,8,August 2018,Summer
2018-08-21,Springfield,0.0,233,0.013333333333333334,0.0,2018,August,8,August 2018,Summer
2018-08-22,Springfield,0.0,234,0.045,0.0,2018,August,8,August 2018,Summer
2018-08-23,Springfield,0.0,235,0.0075,0.0,2018,August,8,August 2018,Summer
2018-08-24,Springfield,0.0,236,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-25,Springfield,0.0,237,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-26,Springfield,0.01,238,0.0025,0.01,2018,August,8,August 2018,Summer
2018-08-27,Springfield,0.27,239,0.08,0.27,2018,August,8,August 2018,Summer
2018-08-28,Springfield,0.0,240,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-29,Springfield,0.0,241,0.0,0.0,2018,August,8,August 2018,Summer
2018-08-30,Springfield,0.0,242,0.055,0.0,2018,August,8,August 2018,Summer
2018-08-31,Springfield,0.25,243,0.05600000000000001,0.25,2018,August,8,August 2018,Summer
2018-09-01,Springfield,0.0,244,0.004,0.0,2018,September,9,September 2018,Summer
2018-09-02,Springfield,0.0,245,0.0,0.0,2018,September,9,September 2018,Summer
2018-09-03,Springfield,0.0,246,0.004,0.0,2018,September,9,September 2018,Summer
2018-09-04,Springfield,0.0,247,0.006,0.0,2018,September,9,September 2018,Summer
2018-09-05,Springfield,0.0,248,0.004,0.0,2018,September,9,September 2018,Summer
2018-09-06,Springfield,0.0,249,0.004,0.0,2018,September,9,September 2018,Summer
2018-09-07,Springfield,0.0,250,0.0,0.0,2018,September,9,September 2018,Summer
2018-09-08,Springfield,0.14,251,0.152,0.14,2018,September,9,September 2018,Summer
2018-09-09,Springfield,0.0,252,0.02,0.0,2018,September,9,September 2018,Summer
2018-09-10,Springfield,0.17,253,0.14400000000000002,0.17,2018,September,9,September 2018,Summer
2018-09-11,Springfield,0.01,254,0.012,0.01,2018,September,9,September 2018,Summer
2018-09-12,Springfield,0.0,255,0.006,0.0,2018,September,9,September 2018,Summer
2018-09-13,Springfield,0.0,256,0.046,0.0,2018,September,9,September 2018,Summer
2018-09-14,Springfield,0.1,257,0.022,0.1,2018,September,9,September 2018,Summer
2018-09-15,Springfield,0.08,258,0.086,0.08,2018,September,9,September 2018,Summer
2018-09-16,Springfield,0.28,259,0.11400000000000002,0.28,2018,September,9,September 2018,Summer
2018-09-17,Springfield,0.05,260,0.028000000000000004,0.05,2018,September,9,September 2018,Summer
2018-09-18,Springfield,0.0,261,0.23399999999999999,0.0,2018,September,9,September 2018,Summer
2018-09-19,Springfield,0.0,262,0.06,0.0,2018,September,9,September 2018,Summer
2018-09-20,Springfield,0.03,263,0.045,0.03,2018,September,9,September 2018,Fall
2018-09-21,Springfield,0.0,264,0.0,0.0,2018,September,9,September 2018,Fall
2018-09-22,Springfield,,265,0.006666666666666667,0.006666666666666667,2018,September,9,September 2018,Fall
2018-09-23,Springfield,0.01,266,0.0825,0.01,2018,September,9,September 2018,Fall
2018-09-24,Springfield,0.0,267,0.04,0.0,2018,September,9,September 2018,Fall
2018-09-25,Springfield,0.0,268,0.0,0.0,2018,September,9,September 2018,Fall
2018-09-26,Springfield,0.0,269,0.01,0.0,2018,September,9,September 2018,Fall
2018-09-27,Springfield,0.0,270,0.255,0.0,2018,September,9,September 2018,Fall
2018-09-28,Springfield,0.0,271,0.14250000000000002,0.0,2018,September,9,September 2018,Fall
2018-09-29,Springfield,0.0,272,0.075,0.0,2018,September,9,September 2018,Fall
2018-09-30,Springfield,0.1,273,0.06999999999999999,0.1,2018,September,9,September 2018,Fall
2018-10-01,Springfield,0.01,274,0.05800000000000001,0.01,2018,October,10,October 2018,Fall
2018-10-02,Springfield,0.27,275,0.054000000000000006,0.27,2018,October,10,October 2018,Fall
2018-10-03,Springfield,0.07,276,0.018000000000000002,0.07,2018,October,10,October 2018,Fall
2018-10-04,Springfield,0.0,277,0.018,0.0,2018,October,10,October 2018,Fall
2018-10-05,Springfield,0.0,278,0.054000000000000006,0.0,2018,October,10,October 2018,Fall
2018-10-06,Springfield,0.31,279,0.092,0.31,2018,October,10,October 2018,Fall
2018-10-07,Springfield,0.0,280,0.0,0.0,2018,October,10,October 2018,Fall
2018-10-08,Springfield,0.13,281,0.026000000000000002,0.13,2018,October,10,October 2018,Fall
2018-10-09,Springfield,0.38,282,0.12,0.38,2018,October,10,October 2018,Fall
2018-10-10,Springfield,0.02,283,0.032,0.02,2018,October,10,October 2018,Fall
2018-10-11,Springfield,0.0,284,0.22199999999999998,0.0,2018,October,10,October 2018,Fall
2018-10-12,Springfield,0.0,285,0.006,0.0,2018,October,10,October 2018,Fall
2018-10-13,Springfield,0.0,286,0.126,0.0,2018,October,10,October 2018,Fall
2018-10-14,Springfield,0.0,287,0.13399999999999998,0.0,2018,October,10,October 2018,Fall
